ID,transaction_count,credit_count,debit_count,net_count,debit_amount,credit_amount,amount_moved,CAT_Animais de estimação,CAT_Cabeleireiro e Barbeiro,CAT_Cafés e Pastelarias,CAT_Carro e Transportes,CAT_Casa,CAT_Combustível,CAT_Compras e Serviços,CAT_Diversos,CAT_Educação,CAT_Empréstimos e Rendas,CAT_Hobbies,CAT_Investimentos e Poupanças,CAT_Lazer e Viagens,CAT_Levantamentos,CAT_Não categorizadas,CAT_Ordenado e Subsídios,CAT_Outros Rendimentos,CAT_Restaurantes e Bares,CAT_Saúde e Bem estar,CAT_Seguros,CAT_Subscrições,CAT_Supermercado,CAT_Taxas e Impostos,CAT_Tecnologia,CAT_Telecomunicações,CAT_Vestuário e Calçado,"CAT_Água, luz e gás",target
1316,87,5,82,-77,3386.38,6591.18,9977.56,0,0,0,2,0,11,12,3,0,0,0,0,0,8,6,4,1,3,0,1,0,8,12,0,0,1,15,1
1317,165,16,149,-133,4687.26,4683.72,9370.98,0,1,0,31,9,3,4,4,0,0,0,0,0,11,13,4,9,10,6,0,0,43,8,0,3,6,0,1
1318,216,12,204,-192,28563.449999999997,10813.06,39376.51,0,0,0,20,8,7,26,4,0,4,0,0,0,11,30,0,9,0,5,1,0,42,24,0,8,0,17,0
1319,272,35,237,-202,120713.55999999998,105671.37000000002,226384.93,0,0,0,14,1,1,26,5,0,4,7,3,1,12,23,5,26,38,2,8,0,65,19,5,0,7,0,1
1320,120,9,111,-102,6970.619999999999,8402.92,15373.54,0,0,0,23,0,18,7,13,3,0,0,0,0,4,15,3,5,9,1,4,0,1,10,0,4,0,0,0
1321,132,3,129,-126,7451.72,165.41,7617.13,1,0,0,43,3,5,4,8,0,0,0,0,1,3,17,0,2,13,2,0,0,11,9,2,1,7,0,0
1322,157,24,133,-109,3524.7699999999995,4164.9,7689.67,0,1,0,5,0,9,7,17,0,0,0,4,0,9,26,5,12,5,10,0,0,33,7,2,0,4,1,1
1323,177,9,168,-159,4563.27,8129.1,12692.37,0,0,0,5,0,10,4,4,0,0,0,0,0,5,37,0,9,21,1,2,0,55,20,0,4,0,0,1
1324,217,59,158,-99,6034.48,5477.77,11512.25,1,2,0,8,0,1,4,0,1,0,1,6,0,3,67,0,54,13,13,0,0,9,18,0,5,3,8,0
1325,9,4,5,-1,210.18,453.51,663.69,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0
1326,278,56,222,-166,108994.96,108901.85,217896.81000000003,0,1,0,8,1,8,11,11,0,0,1,7,0,3,69,3,48,29,1,3,0,47,22,0,3,2,0,1
1327,183,24,159,-135,171505.08,171806.15000000002,343311.23,0,0,0,4,1,2,9,7,0,8,0,1,0,8,21,2,15,18,3,26,0,23,26,0,0,8,1,1
1328,382,43,339,-296,31374.35,30994.140000000003,62368.490000000005,0,0,0,36,0,33,74,3,0,12,0,0,0,12,26,0,38,71,0,32,0,0,30,0,8,0,7,0
1329,259,32,227,-195,6862.560000000001,6654.82,13517.380000000001,0,0,0,13,2,11,1,5,0,0,0,0,0,1,86,4,20,19,0,0,0,54,33,0,0,10,0,0
1330,304,25,279,-254,32528.08,31326.600000000002,63854.68000000001,3,1,19,33,2,8,15,0,0,0,0,2,0,49,34,5,17,29,3,0,0,51,12,1,12,8,0,1
1331,151,16,135,-119,76813.26999999999,74649.18,151462.45,0,0,0,5,1,3,5,0,0,3,0,0,0,18,7,2,11,9,10,10,0,37,18,0,4,3,5,1
1332,31,4,27,-23,2133.16,2439.24,4572.400000000001,0,0,0,1,0,0,1,0,0,0,0,0,0,1,8,0,4,2,3,0,0,1,10,0,0,0,0,0
1333,82,13,69,-56,3736.29,24352.27,28088.56,0,0,0,0,0,4,5,1,0,0,0,0,0,10,12,4,5,11,5,0,0,7,4,0,1,9,4,1
1334,601,64,537,-473,38233.420000000006,38257.68,76491.1,6,0,2,22,4,10,32,23,0,16,0,2,0,21,72,8,50,55,24,24,0,144,56,0,18,1,11,1
1336,34,8,26,-18,2146.96,1844.8400000000001,3991.8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,8,0,0,8,0,0,0,6,0
1337,283,122,161,-39,13791.2,13675.0,27466.2,1,0,0,1,0,16,3,36,0,8,0,0,0,1,145,0,6,0,3,4,0,33,26,0,0,0,0,1
1338,166,20,146,-126,28251.880000000005,27367.199999999997,55619.079999999994,0,0,1,1,1,12,9,0,0,0,0,0,0,6,28,1,19,22,7,0,0,31,9,2,16,1,0,0
1339,346,59,287,-228,29736.85,29847.090000000004,59583.93999999999,1,0,2,15,1,38,7,20,0,0,1,9,0,6,54,4,52,48,10,8,0,13,41,0,9,3,4,1
1340,317,37,280,-243,8561.45,9003.85,17565.3,0,0,0,14,5,1,7,18,0,0,0,0,0,44,51,8,26,25,6,1,0,51,38,1,10,3,8,0
1341,68,12,56,-44,303344.32,349256.58999999997,652600.91,0,0,0,0,0,0,0,8,0,0,0,0,0,3,35,0,2,1,1,0,0,1,16,0,0,1,0,1
1342,185,17,168,-151,5072.26,5249.76,10322.019999999999,0,0,0,7,0,4,4,12,1,8,0,0,0,1,52,4,10,4,0,12,0,38,15,0,4,0,9,1
1343,245,11,234,-223,41992.1,39949.83,81941.93,1,0,0,3,3,10,15,4,0,4,0,1,1,49,23,3,8,6,3,11,0,58,20,3,6,7,6,0
1344,492,48,444,-396,304114.61,538298.26,842412.87,1,0,0,47,1,14,8,16,0,12,0,0,4,4,148,8,37,54,10,15,0,40,45,2,12,7,7,1
1345,243,58,185,-127,26546.379999999997,25875.55,52421.93000000001,0,0,0,13,0,4,4,4,1,0,0,2,2,2,83,0,55,18,6,0,0,26,14,1,6,2,0,1
1346,151,16,135,-119,11029.83,10998.79,22028.620000000003,0,0,0,0,0,1,0,9,0,0,0,7,77,8,6,0,14,1,1,1,0,11,8,0,0,5,2,1
1348,389,69,320,-251,74996.95999999999,74559.15,149556.11,0,0,2,0,10,4,22,10,0,0,0,0,1,10,148,0,32,11,9,0,0,13,98,0,9,6,4,0
1349,130,16,114,-98,6337.79,5778.349999999999,12116.14,0,0,1,6,2,8,2,2,0,4,0,4,0,10,11,6,10,5,7,8,0,18,12,0,5,4,5,0
1350,156,21,135,-114,31688.65,35855.87000000001,67544.52000000002,0,0,0,1,0,9,11,6,0,0,0,0,0,8,51,0,21,0,0,0,0,29,7,1,4,0,8,0
1354,859,295,564,-269,23906.100000000002,23599.86,47505.96,0,0,2,12,1,29,4,31,0,4,0,0,0,57,163,0,280,28,7,4,0,38,185,0,7,3,4,0
1355,271,22,249,-227,799086.83,804759.0700000001,1603845.9000000001,0,0,0,24,0,0,3,18,0,0,0,0,0,0,150,5,22,0,0,9,0,0,27,0,8,0,5,0
1356,306,19,287,-268,11240.170000000002,10979.84,22220.01,0,0,2,13,0,31,11,4,2,0,0,0,1,20,15,0,13,129,2,1,0,47,13,1,0,1,0,1
1358,180,12,168,-156,6185.899999999999,7311.13,13497.029999999999,0,0,1,24,3,15,17,0,0,0,0,0,0,12,23,4,7,37,2,0,0,17,2,0,8,2,6,1
1359,152,28,124,-96,226336.45000000004,362995.97,589332.4200000002,0,0,0,17,3,0,2,9,0,0,0,0,0,0,31,0,28,0,0,1,0,3,25,1,12,0,20,0
1360,13,1,12,-11,453.25,549.0,1002.25,0,0,0,0,0,0,0,6,1,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0
1361,247,27,220,-193,43529.3,9234.05,52763.34999999999,0,3,6,10,1,7,6,5,0,2,2,0,2,2,81,0,21,27,12,0,0,37,8,0,8,2,5,0
1362,270,31,239,-208,39253.509999999995,39165.53,78419.04000000001,0,0,0,14,6,8,1,22,1,12,0,0,0,8,73,0,26,2,2,8,0,19,59,1,5,0,3,0
1363,121,15,106,-91,4987.439999999999,3745.1800000000003,8732.62,7,0,0,0,0,0,9,0,0,0,0,0,0,2,54,0,9,4,0,12,0,3,11,0,4,0,6,1
1365,76,11,65,-54,168512.12999999998,166797.00999999998,335309.14,0,0,0,3,0,14,0,4,0,0,0,0,0,1,12,5,11,0,0,1,0,0,15,0,4,0,6,0
1366,549,291,258,33,385609.19999999995,418806.42000000004,804415.6200000001,2,0,0,9,7,5,19,31,2,0,0,0,0,5,84,16,254,4,17,2,0,38,37,2,7,0,8,1
1367,174,9,165,-156,6006.870000000001,4589.92,10596.79,0,1,0,4,1,47,7,9,0,0,0,0,0,37,17,4,3,8,3,4,0,13,10,2,3,1,0,1
1368,277,48,229,-181,74640.47,7956.43,82596.90000000001,1,0,0,23,5,4,9,10,0,4,0,13,0,23,31,5,35,13,22,4,0,44,13,2,8,2,6,0
1369,362,80,282,-202,275042.79000000004,242603.2,517645.99,0,0,2,24,0,7,4,33,1,8,0,4,0,0,156,3,41,5,0,2,0,3,42,2,9,0,16,1
1370,176,19,157,-138,9999.09,10135.08,20134.17,2,0,0,30,0,1,10,8,0,0,0,4,1,5,43,8,10,10,5,4,0,6,20,0,2,3,4,1
1371,273,31,242,-211,5387.46,7997.58,13385.04,0,0,0,1,0,44,4,71,3,0,1,0,0,10,49,4,21,18,4,0,0,16,18,0,5,4,0,0
1372,331,47,284,-237,22564.109999999997,22366.829999999998,44930.94,1,0,0,1,0,0,3,22,0,4,2,4,0,7,75,6,41,16,17,11,0,45,66,1,4,1,4,0
1373,324,35,289,-254,13863.77,15370.45,29234.22,0,1,0,16,0,11,17,12,0,3,2,4,1,18,57,4,24,40,20,8,0,45,23,2,5,2,9,0
1374,347,8,339,-331,6230.91,5116.9400000000005,11347.85,0,0,0,6,1,66,2,8,1,4,1,0,0,48,8,4,2,3,4,4,0,131,25,1,19,2,7,0
1375,189,27,162,-135,12223.859999999999,14396.8,26620.659999999996,0,0,1,20,3,16,6,0,3,0,0,0,0,14,43,4,20,2,1,0,0,31,7,1,8,1,8,1
1376,165,19,146,-127,5868.89,6424.589999999999,12293.48,0,2,0,5,3,8,18,4,0,0,0,0,0,10,20,8,10,14,11,4,0,30,10,0,4,0,4,1
1377,642,138,504,-366,87237.12,94751.0,181988.11999999997,0,0,0,47,4,7,23,17,0,0,0,0,0,5,328,6,94,8,3,15,0,40,31,0,8,1,5,0
1378,442,71,371,-300,20830.730000000003,22717.56,43548.29000000001,0,1,5,24,2,29,20,21,0,4,1,0,1,6,97,7,26,69,18,13,0,55,21,1,4,9,8,0
1379,246,33,213,-180,11176.210000000001,10794.020000000002,21970.229999999996,0,0,0,14,2,48,11,15,0,0,0,0,0,7,17,3,21,5,4,2,0,69,13,0,4,6,5,1
1380,281,32,249,-217,24825.449999999997,24674.02,49499.47,0,0,2,5,2,30,27,5,1,8,0,5,0,38,19,0,27,5,13,0,0,45,27,5,10,1,6,0
1381,228,7,221,-214,10541.150000000001,10461.45,21002.6,1,0,0,0,1,28,9,0,0,12,1,0,0,41,6,4,2,11,18,26,0,28,24,1,4,3,8,0
1382,257,48,209,-161,8222.48,8217.279999999999,16439.760000000002,1,0,0,19,2,15,10,2,0,0,3,3,0,10,54,0,42,24,19,9,0,13,11,3,0,10,7,1
1383,52,14,38,-24,4270.91,4269.7,8540.61,0,0,0,0,0,0,0,4,0,0,0,4,0,0,11,0,10,0,0,0,0,0,23,0,0,0,0,0
1385,91,11,80,-69,27940.989999999998,29750.68,57691.670000000006,0,0,0,0,5,4,27,6,0,0,0,3,0,5,4,0,9,1,3,0,0,12,10,1,0,0,1,1
1386,268,54,214,-160,17604.43,17307.77,34912.2,1,0,0,12,1,9,7,29,0,9,0,5,1,9,62,4,44,9,11,8,0,17,18,0,9,3,0,1
1387,283,16,267,-251,6401.02,5314.36,11715.38,0,2,0,13,1,8,7,11,0,0,1,0,0,13,82,4,7,19,14,1,0,40,53,0,0,5,2,1
1388,349,170,179,-9,354174.47000000003,72711.36,426885.83,0,0,0,15,0,6,2,72,0,0,0,0,0,1,112,0,102,1,0,1,0,3,19,0,6,0,9,1
1389,295,33,262,-229,22315.480000000003,21356.079999999998,43671.56,1,1,3,1,0,9,16,5,0,0,0,6,1,2,54,3,26,57,25,7,0,50,13,0,0,15,0,1
1390,188,7,181,-174,136451.03999999998,154569.62000000002,291020.66000000003,0,0,0,18,2,0,6,2,2,6,0,0,0,34,16,3,4,11,8,9,0,40,12,1,4,1,9,1
1391,98,4,94,-90,2790.1999999999994,3793.9,6584.099999999999,0,0,0,1,1,21,2,1,0,0,0,0,0,17,2,4,0,15,1,1,0,19,8,0,0,1,4,1
1392,170,22,148,-126,6837.84,6996.410000000001,13834.25,0,1,0,9,0,4,4,9,0,8,0,0,1,11,21,4,11,15,7,15,0,15,24,0,4,2,5,0
1393,242,11,231,-220,9517.14,10289.939999999999,19807.08,0,0,0,1,1,21,7,8,0,12,3,0,0,42,8,4,7,6,6,28,0,58,21,2,2,1,4,0
1394,270,33,237,-204,12175.859999999999,12677.23,24853.090000000004,2,0,0,25,2,8,8,1,0,0,1,0,3,3,37,4,20,32,32,0,0,54,20,2,5,1,10,0
1395,309,24,285,-261,6733.32,6182.0,12915.32,0,1,0,54,1,22,5,0,0,0,1,0,1,11,53,10,4,41,4,4,0,51,39,1,3,3,0,0
1396,177,8,169,-161,21693.09,40076.97,61770.060000000005,0,0,0,17,1,0,6,8,0,4,0,0,0,5,55,0,8,4,3,13,0,3,37,0,1,0,12,0
1397,354,26,328,-302,12294.36,11018.370000000003,23312.73,0,0,0,7,2,27,17,11,0,3,0,0,0,50,36,8,16,23,21,12,0,86,13,0,4,14,4,0
1398,253,30,223,-193,24354.35,24891.510000000002,49245.86,0,3,1,0,1,1,18,7,0,0,0,9,2,7,71,4,17,26,6,0,0,19,55,0,1,5,0,0
1399,184,22,162,-140,21678.61,27561.440000000002,49240.05,1,0,0,1,1,3,10,8,0,0,3,2,1,21,31,4,12,18,6,4,0,32,12,0,4,7,3,0
1400,137,19,118,-99,12642.25,12946.94,25589.189999999995,1,0,0,14,1,2,6,12,0,0,0,0,0,1,33,4,13,8,11,0,0,10,16,1,0,4,0,1
1401,201,24,177,-153,9727.09,9378.29,19105.38,0,0,0,16,0,10,4,0,0,0,0,0,0,11,47,8,8,9,28,2,0,14,29,0,5,10,0,0
1402,143,9,134,-125,7661.669999999999,11998.529999999999,19660.2,2,0,1,0,15,5,6,4,0,0,0,0,0,10,31,4,5,4,6,0,0,23,8,0,12,0,7,1
1403,195,21,174,-153,24484.15,24312.53,48796.68,0,0,0,0,0,0,0,10,0,8,0,0,0,0,101,0,21,0,0,20,0,0,22,0,8,0,5,0
1404,255,12,243,-231,10532.279999999999,10910.050000000001,21442.33,0,0,3,1,5,0,7,2,0,8,0,0,0,52,7,8,1,7,10,8,0,100,12,1,6,9,8,0
1405,17,2,15,-13,529.8199999999999,420.0,949.82,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,1,0,0,1,8,0,1,0,0,1
1406,175,7,168,-161,6244.09,6445.48,12689.57,1,0,0,6,0,13,2,9,0,0,0,0,1,37,13,4,1,17,3,2,0,22,35,0,8,1,0,1
1407,297,27,270,-243,16573.64,16657.15,33230.79,0,0,0,34,5,12,9,12,1,4,0,5,2,7,37,4,18,21,30,10,0,42,19,0,16,4,5,0
1409,132,59,73,-14,3462.61,3370.3999999999996,6833.01,0,0,0,0,0,0,6,0,0,8,0,4,0,24,2,0,58,1,0,12,0,1,16,0,0,0,0,1
1410,164,28,136,-108,13789.469999999998,13557.02,27346.489999999998,4,0,0,15,0,3,7,10,0,0,0,2,0,3,26,4,20,18,20,7,0,9,10,0,2,4,0,0
1411,222,19,203,-184,6389.259999999999,6093.04,12482.3,0,0,0,0,0,1,3,5,0,0,6,0,0,2,63,4,15,18,10,7,0,10,75,1,0,1,1,0
1412,433,31,402,-371,39587.6,62200.869999999995,101788.47,0,0,0,42,2,9,17,13,2,8,0,0,0,23,149,8,15,9,20,12,3,8,66,1,9,11,6,0
1413,291,21,270,-249,9504.64,11551.850000000002,21056.489999999998,0,8,3,6,0,15,14,0,0,0,1,4,2,10,63,8,11,35,21,2,0,39,37,1,4,7,0,0
1414,170,17,153,-136,23925.44,22213.17,46138.61,0,1,0,11,1,1,3,16,0,4,2,0,0,13,28,4,11,10,7,1,0,26,23,0,6,2,0,0
1415,96,0,96,-96,8683.039999999999,0.0,8683.039999999999,0,0,0,0,0,0,1,0,0,0,0,4,0,1,76,0,0,2,0,0,0,3,8,0,0,1,0,1
1417,93,5,88,-83,4184.08,6658.12,10842.2,0,0,0,15,0,4,5,2,0,0,0,0,0,1,18,2,3,3,11,0,0,15,6,0,4,3,1,0
1418,385,45,340,-295,9515.89,10184.470000000001,19700.36,0,0,6,7,1,10,27,4,0,12,1,0,0,13,32,9,27,23,23,20,0,85,34,2,22,18,9,1
1419,138,10,128,-118,15934.68,18715.31,34649.99,1,0,0,1,1,2,8,10,0,0,0,1,0,3,89,4,3,1,1,1,1,1,7,1,1,1,0,1
1420,927,676,251,425,3330143.94,3416335.77,6746479.71,0,0,0,8,0,0,4,38,0,0,0,0,3,0,137,6,642,0,0,0,0,0,57,1,13,0,18,0
1421,124,38,86,-48,12745.130000000001,10852.63,23597.760000000006,0,0,0,6,1,6,3,0,3,0,0,5,0,0,41,4,30,3,5,0,0,3,8,0,4,2,0,1
1422,251,42,209,-167,9178.78,8017.969999999999,17196.75,0,0,0,11,4,13,8,4,1,0,0,4,0,10,63,4,30,16,3,0,0,33,22,3,15,0,7,1
1423,210,25,185,-160,24230.55,23634.530000000002,47865.079999999994,0,0,0,10,2,10,7,3,2,4,0,8,0,9,42,4,16,10,10,8,0,38,14,2,6,0,5,1
1424,519,66,453,-387,16766.82,16848.15,33614.97,0,0,1,23,1,12,140,0,0,4,0,0,1,35,48,4,55,36,21,4,0,91,32,0,8,3,0,0
1426,233,26,207,-181,9535.2,9352.02,18887.22,1,0,0,13,8,14,12,1,0,0,0,4,0,17,31,4,15,20,14,2,0,51,8,0,3,7,8,1
1427,234,24,210,-186,11593.240000000002,7418.780000000001,19012.02,0,0,0,1,0,11,22,1,0,0,3,4,1,11,68,8,9,23,7,0,0,35,18,0,8,4,0,1
1428,252,30,222,-192,50832.39000000001,50797.28,101629.66999999998,0,0,0,20,3,6,12,12,1,0,0,3,0,12,24,3,23,30,8,0,0,70,11,0,8,6,0,1
1429,246,21,225,-204,44705.29,59889.45,104594.73999999999,0,4,8,0,5,1,12,12,0,0,1,2,0,13,46,4,16,34,11,0,4,53,8,0,4,8,0,0
1430,414,69,345,-276,21870.06,22532.659999999996,44402.72,0,6,3,21,2,28,32,10,0,8,3,0,0,9,76,4,47,31,11,2,0,47,51,2,0,14,7,0
1431,193,21,172,-151,8009.57,12319.580000000002,20329.15,8,0,0,0,0,0,3,11,0,8,0,0,3,0,33,4,16,15,7,22,0,35,15,1,4,0,8,0
1433,18,3,15,-12,164.51,154.5,319.01,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,8,0,0,0,0,1
1434,314,48,266,-218,23275.579999999994,23517.48,46793.06,0,0,0,20,0,0,8,12,1,0,1,0,0,11,102,0,43,15,9,5,0,28,43,1,6,6,3,0
1435,10,5,5,0,15.67,15.670000000000002,31.340000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
1436,185,28,157,-129,7934.780000000001,7853.490000000001,15788.270000000002,0,0,0,1,0,9,4,72,0,0,0,3,0,9,30,4,20,0,5,0,0,12,11,0,5,0,0,1
1438,141,13,128,-115,9356.41,6724.139999999999,16080.55,0,0,0,6,1,3,15,2,0,4,1,0,2,3,23,1,10,14,9,9,0,10,14,1,6,2,5,0
1439,174,11,163,-152,6271.579999999999,7085.86,13357.44,0,0,0,0,1,2,5,1,2,0,0,0,0,16,22,4,6,15,7,4,0,69,8,1,5,4,2,0
1440,122,7,115,-108,2854.439999999999,2795.8,5650.24,0,0,1,0,3,13,9,0,0,0,0,4,1,3,18,0,4,6,4,0,0,17,23,2,4,10,0,1
1441,187,14,173,-159,10415.35,7088.180000000001,17503.530000000002,0,0,0,0,0,1,21,6,0,8,0,0,0,3,19,4,9,23,12,16,0,18,24,2,0,21,0,0
1443,482,32,450,-418,37235.63,36660.520000000004,73896.15000000001,5,0,2,37,0,10,21,9,1,0,2,3,1,4,253,0,25,27,13,4,0,27,27,0,4,0,7,1
1444,283,31,252,-221,6946.08,7225.74,14171.82,1,0,0,19,2,33,6,2,0,0,0,3,0,69,31,4,15,13,9,8,0,36,12,0,20,0,0,1
1445,314,55,259,-204,94804.72,86463.37,181268.09000000003,0,0,0,0,1,2,12,5,0,3,0,2,0,14,82,4,45,19,94,0,0,19,4,0,4,1,3,1
1446,143,25,118,-93,21634.180000000004,21792.930000000004,43427.11,0,0,0,15,2,6,13,6,3,0,0,3,0,4,13,2,23,5,2,0,0,27,9,0,5,5,0,1
1447,99,14,85,-71,6465.73,6854.0,13319.730000000001,1,0,0,0,0,11,2,0,0,0,0,0,0,12,25,4,1,5,2,0,0,21,11,0,0,4,0,1
1448,105,8,97,-89,14613.62,22989.38,37603.0,6,0,1,18,1,4,6,0,0,0,0,0,0,0,12,0,7,6,5,0,0,16,11,1,6,5,0,0
1449,627,135,492,-357,306714.13,335027.27,641741.3999999999,0,0,0,10,0,2,45,63,0,19,0,0,0,21,180,7,114,3,0,28,0,13,112,2,8,0,0,1
1450,176,47,129,-82,24561.93,30549.97,55111.9,0,0,0,0,8,2,12,1,0,0,1,0,0,8,72,1,4,1,1,0,0,42,11,6,2,4,0,0
1452,512,88,424,-336,1889028.4500000002,1931573.13,3820601.5799999996,0,0,0,7,0,0,6,39,0,11,0,0,0,0,280,9,84,0,1,18,0,0,44,1,4,0,8,0
1453,454,64,390,-326,12433.78,12080.77,24514.55,2,0,1,33,2,19,21,15,0,4,9,0,2,26,106,8,50,31,19,15,0,45,30,1,4,4,7,0
1454,220,24,196,-172,8758.6,7747.3,16505.9,2,0,2,7,1,4,6,2,0,4,0,0,2,14,28,8,7,13,10,16,0,60,20,0,4,4,6,0
1455,178,47,131,-84,4280.43,3281.8599999999997,7562.29,0,0,0,5,0,19,0,0,0,0,0,0,0,14,46,0,41,13,2,0,0,17,21,0,0,0,0,0
1456,200,19,181,-162,7164.130000000001,6834.7300000000005,13998.86,0,0,0,18,1,25,6,16,1,0,0,0,0,37,8,4,12,11,4,0,0,33,12,0,8,1,3,1
1457,125,15,110,-95,5641.159999999999,3499.21,9140.37,4,0,0,6,0,8,1,1,1,0,1,0,0,2,19,4,4,13,6,0,0,36,11,0,5,3,0,1
1458,372,64,308,-244,11120.73,11297.58,22418.31,0,0,0,29,1,9,15,5,6,0,2,0,2,20,97,3,51,42,10,0,0,46,18,0,8,4,4,1
1459,280,43,237,-194,11033.200000000003,29812.55,40845.75,0,1,0,1,0,21,13,4,0,0,2,0,0,3,65,0,27,12,23,0,0,33,38,2,9,26,0,0
1461,6,1,5,-4,110.0,110.0,220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0
1462,178,15,163,-148,150358.04,150231.22,300589.26,0,0,0,3,0,2,0,0,0,3,0,5,0,1,110,1,12,3,2,5,0,8,13,0,5,0,5,1
1463,231,12,219,-207,27226.30999999999,27335.960000000003,54562.270000000004,0,0,0,3,0,1,11,4,6,0,0,0,2,3,64,4,4,52,19,0,0,23,23,5,4,3,0,0
1464,286,43,243,-200,10239.29,10775.92,21015.21,0,0,0,46,0,13,7,27,0,7,0,0,0,14,55,4,24,5,10,8,0,18,35,0,5,4,4,0
1466,438,158,280,-122,427050.61,523142.3,950192.91,0,0,0,51,1,8,4,12,0,0,0,0,0,0,220,0,119,0,0,1,0,0,14,0,5,0,3,0
1467,48,16,32,-16,8950.71,7695.71,16646.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,13,0,0,0,0,0,4,0,0,0,1,0
1469,195,23,172,-149,11900.119999999999,11904.669999999998,23804.79,0,0,0,1,1,2,1,4,8,0,0,9,0,25,17,0,24,3,37,1,0,33,16,0,1,1,11,1
1470,226,17,209,-192,6359.320000000001,4842.76,11202.08,0,0,1,9,0,5,14,5,1,0,2,1,0,21,36,2,8,21,14,0,0,48,7,0,18,13,0,1
1471,175,12,163,-151,112413.95999999996,111325.67,223739.63,0,0,1,15,0,18,0,8,0,8,0,0,0,44,5,5,6,2,2,15,0,15,18,0,5,0,8,1
1472,29,5,24,-19,981.76,1000.4300000000001,1982.1899999999996,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,5,0,0,7,0,0,12,0,0,0,0,0
1473,171,35,136,-101,8746.68,8172.7300000000005,16919.41,1,0,4,2,2,7,6,5,0,0,0,10,0,19,16,8,24,8,6,1,0,31,8,0,4,3,6,0
1474,434,34,400,-366,79818.76000000001,156087.33999999997,235906.1,0,0,0,43,0,113,10,10,0,4,0,5,0,39,40,5,17,11,11,12,0,58,22,0,25,1,8,1
1475,149,51,98,-47,4910.249999999999,8067.120000000001,12977.369999999999,0,0,0,2,1,5,8,5,0,0,0,4,1,15,20,3,41,1,6,2,0,16,11,0,0,7,1,1
1476,207,27,180,-153,10469.039999999999,10196.95,20665.99,0,0,0,5,0,12,4,7,0,8,0,6,1,12,33,7,10,7,4,17,0,42,14,1,6,3,8,0
1477,266,32,234,-202,28005.59,7193.97,35199.56,0,1,0,10,1,6,8,2,0,8,1,0,1,41,73,4,22,8,13,17,0,7,13,2,10,0,18,0
1478,137,18,119,-101,19782.600000000006,20003.670000000002,39786.270000000004,0,0,0,1,1,3,8,2,0,4,1,0,0,20,9,2,11,8,5,20,0,12,21,0,8,1,0,1
1479,331,18,313,-295,8290.429999999998,8502.41,16792.84,0,1,0,6,3,15,6,9,0,4,0,0,0,37,32,8,3,19,20,9,0,109,25,0,11,5,9,0
1482,151,16,135,-119,30453.15,3721.79,34174.939999999995,0,0,0,6,0,4,34,9,0,0,1,0,0,0,33,2,7,11,1,0,0,17,14,0,5,0,7,1
1483,243,101,142,-41,14784.219999999998,14634.429999999998,29418.649999999994,0,0,0,0,0,1,7,21,0,0,0,24,0,6,50,4,90,0,12,0,0,3,15,1,0,9,0,1
1484,354,25,329,-304,13642.899999999998,13036.82,26679.72,0,0,0,15,5,17,14,19,0,6,0,0,1,29,35,8,10,47,26,22,0,50,21,1,4,14,10,0
1486,377,12,365,-353,17730.16,13223.239999999998,30953.399999999994,0,11,0,3,0,0,46,15,0,0,1,0,1,28,26,5,7,86,16,0,0,105,25,0,0,2,0,0
1488,304,26,278,-252,8906.470000000001,7378.9800000000005,16285.45,0,0,0,35,2,9,8,1,11,1,0,0,17,20,41,4,14,6,23,1,0,69,32,1,5,2,2,1
1489,134,48,86,-38,2764.629999999999,2736.7,5501.33,0,0,0,0,0,2,3,10,0,0,0,0,0,13,36,0,19,0,2,13,0,7,11,0,12,0,6,0
1490,28,6,22,-16,3092.2100000000005,3090.0,6182.209999999999,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,5,0,1,0,2,0,8,0,0,0,1,1
1491,146,13,133,-120,5229.99,7452.839999999998,12682.829999999998,0,0,0,2,1,2,12,3,0,0,1,0,3,8,21,4,6,21,7,0,0,26,12,3,2,4,8,0
1492,499,91,408,-317,125031.5,125020.33,250051.83000000002,0,0,0,26,0,0,13,18,1,0,3,9,0,11,245,4,83,25,5,0,0,9,24,0,11,5,7,1
1494,147,8,139,-131,12720.99,5472.17,18193.16,1,0,0,1,0,1,14,4,3,0,0,0,0,1,36,0,5,32,13,0,0,20,9,0,0,7,0,0
1495,191,30,161,-131,172959.69,173031.67,345991.36,1,0,0,19,3,12,2,7,1,6,0,8,0,4,24,4,18,15,7,16,0,10,34,0,0,0,0,1
